Family Size,Pairs filled,Quadruples with ≥2 Triples,Pairs ≥ 2x,Pairs = 2x,Pairs ≥ 3x,Family
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (1, 2, 5), (1, 3, 5), (2, 3, 4))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (1, 2, 5), (1, 3, 5), (3, 4, 5))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (1, 3, 5), (1, 4, 5), (2, 3, 4))"
10,8.0,11,13,10,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (1, 3, 5), (1, 4, 5), (2, 3, 5))"
10,7.5,11,11,7,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (1, 3, 5), (1, 4, 5), (3, 4, 5))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (1, 3, 5), (2, 3, 4), (2, 4, 5))"
10,7.5,13,13,11,2,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (1, 3, 5), (2, 3, 4), (3, 4, 5))"
10,8.0,11,13,10,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (1, 3, 5), (2, 3, 5), (2, 4, 5))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (1, 3, 5), (2, 3, 5), (3, 4, 5))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (1, 3, 5), (2, 4, 5), (3, 4, 5))"
10,7.5,13,11,7,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (1, 4, 5), (2, 3, 4), (3, 4, 5))"
10,7.5,11,11,7,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (1, 4, 5), (2, 3, 5), (3, 4, 5))"
10,8.0,12,12,8,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 2, 4), (2, 3, 4), (2, 4, 5), (3, 4, 5))"
10,7.5,13,11,7,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 3, 4), (1, 3, 5), (2, 3, 4), (2, 3, 5))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 3, 4), (1, 3, 5), (2, 3, 4), (2, 4, 5))"
10,7.5,11,11,7,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 3, 4), (1, 3, 5), (2, 3, 5), (2, 4, 5))"
10,8.0,12,12,8,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 3, 4), (1, 3, 5), (2, 3, 5), (3, 4, 5))"
10,7.5,11,11,7,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 3, 4), (1, 3, 5), (2, 4, 5), (3, 4, 5))"
10,7.5,10,10,5,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 3, 4), (1, 4, 5), (2, 3, 5), (2, 4, 5))"
10,8.0,12,12,8,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 3, 4), (2, 3, 4), (2, 4, 5), (3, 4, 5))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 3, 5), (1, 4, 5), (2, 3, 4), (2, 4, 5))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (0, 4, 5), (1, 3, 5), (1, 4, 5), (2, 3, 4), (3, 4, 5))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (1, 2, 4), (1, 3, 5), (2, 3, 4), (2, 4, 5), (3, 4, 5))"
10,7.5,10,10,5,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (1, 3, 4), (1, 4, 5), (2, 3, 5), (2, 4, 5), (3, 4, 5))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 2, 5), (1, 3, 5), (1, 4, 5), (2, 3, 4), (2, 4, 5), (3, 4, 5))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 5), (1, 3, 5), (1, 4, 5), (2, 3, 4), (2, 3, 5))"
10,7.5,13,13,11,2,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 5), (1, 3, 5), (2, 3, 4), (2, 4, 5), (3, 4, 5))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 3), (0, 4, 5), (1, 2, 5), (1, 4, 5), (2, 3, 4), (2, 3, 5), (3, 4, 5))"
10,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 2, 5), (0, 3, 5), (0, 4, 5), (1, 2, 5), (1, 3, 5), (1, 4, 5), (2, 3, 4))"
10,7.5,15,15,15,0,"((0, 1, 2), (0, 1, 3), (0, 2, 4), (0, 3, 5), (0, 4, 5), (1, 2, 5), (1, 3, 4), (1, 4, 5), (2, 3, 4), (2, 3, 5))"
11,6.5,10,8,3,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (0, 3, 5), (0, 4, 5), (1, 2, 3))"
11,8.0,11,10,4,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (0, 3, 5), (1, 2, 3), (1, 2, 4))"
11,7.5,10,10,5,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (0, 3, 5), (1, 2, 3), (1, 4, 5))"
11,8.0,11,10,4,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (0, 3, 5), (1, 2, 4), (1, 2, 5))"
11,8.0,11,10,4,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (0, 3, 5), (1, 2, 4), (1, 3, 4))"
11,8.0,10,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (0, 3, 5), (1, 2, 4), (1, 3, 5))"
11,7.5,11,9,3,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (0, 3, 5), (1, 2, 4), (1, 4, 5))"
11,7.5,10,10,5,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (0, 3, 5), (1, 2, 4), (3, 4, 5))"
11,7.5,11,10,5,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (0, 3, 5), (1, 4, 5), (2, 4, 5))"
11,8.5,12,12,7,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 2, 5))"
11,9.0,10,11,4,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3, 4))"
11,8.5,11,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3, 5))"
11,8.0,11,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 2, 4), (3, 4, 5))"
11,9.0,11,12,6,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 2, 5), (1, 3, 4))"
11,8.5,10,10,3,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 2, 5), (1, 3, 5))"
11,8.5,11,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 2, 5), (1, 4, 5))"
11,8.0,11,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 2, 5), (3, 4, 5))"
11,8.0,12,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 3, 4), (1, 3, 5))"
11,8.5,11,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 3, 4), (1, 4, 5))"
11,9.0,10,11,4,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 3, 4), (2, 3, 4))"
11,8.5,11,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 3, 4), (2, 3, 5))"
11,8.5,10,12,7,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 3, 4), (2, 4, 5))"
11,8.0,12,10,4,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 3, 4), (3, 4, 5))"
11,8.0,11,10,4,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 3, 5), (1, 4, 5))"
11,8.5,10,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 3, 5), (2, 3, 5))"
11,8.0,10,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 3, 5), (2, 4, 5))"
11,8.0,12,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 3, 5), (3, 4, 5))"
11,8.5,10,13,9,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 4, 5), (2, 4, 5))"
11,8.0,11,12,8,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 3), (1, 4, 5), (3, 4, 5))"
11,8.5,11,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 5), (1, 3, 4), (1, 3, 5))"
11,9.0,10,13,8,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 5), (1, 3, 4), (2, 3, 4))"
11,8.5,10,12,7,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 5), (1, 3, 4), (2, 3, 5))"
11,8.0,11,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 5), (1, 3, 4), (3, 4, 5))"
11,7.5,12,10,5,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 5), (1, 3, 5), (1, 4, 5))"
11,8.5,10,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 5), (1, 3, 5), (2, 3, 5))"
11,8.0,11,10,4,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 5), (1, 3, 5), (2, 4, 5))"
11,8.0,12,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 2, 5), (1, 3, 5), (3, 4, 5))"
11,8.0,10,9,2,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 3, 4), (1, 3, 5), (1, 4, 5))"
11,8.5,11,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 3, 4), (1, 3, 5), (2, 3, 4))"
11,8.5,11,12,7,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 3, 4), (1, 3, 5), (2, 3, 5))"
11,8.0,10,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 3, 4), (1, 3, 5), (2, 4, 5))"
11,8.0,11,10,4,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 3, 4), (1, 3, 5), (3, 4, 5))"
11,7.5,13,10,5,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 3, 4), (2, 3, 4), (3, 4, 5))"
11,8.0,10,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 3, 4), (2, 3, 5), (2, 4, 5))"
11,8.0,12,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 3, 4), (2, 3, 5), (3, 4, 5))"
11,8.0,11,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 3, 5), (1, 4, 5), (2, 3, 5))"
11,8.0,11,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 3, 5), (1, 4, 5), (3, 4, 5))"
11,8.0,13,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 3, 5), (2, 3, 5), (3, 4, 5))"
11,8.0,12,12,8,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (0, 3, 4), (1, 3, 5), (2, 4, 5), (3, 4, 5))"
11,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 2, 4), (1, 2, 5), (3, 4, 5))"
11,9.0,10,11,4,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 2, 4), (1, 3, 4), (2, 3, 4))"
11,8.5,11,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 2, 4), (1, 3, 4), (2, 3, 5))"
11,8.0,11,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 2, 4), (1, 3, 4), (3, 4, 5))"
11,8.5,13,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 2, 4), (1, 3, 5), (1, 4, 5))"
11,9.0,11,13,8,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 2, 4), (1, 3, 5), (2, 3, 5))"
11,8.5,12,12,7,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 2, 4), (1, 3, 5), (2, 4, 5))"
11,8.0,12,12,8,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 2, 4), (1, 3, 5), (3, 4, 5))"
11,8.0,12,12,8,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 3, 4), (1, 3, 5), (2, 3, 4))"
11,7.5,12,12,9,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 3, 4), (1, 3, 5), (2, 4, 5))"
11,8.5,11,12,7,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 3, 4), (1, 4, 5), (2, 3, 4))"
11,8.0,12,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 3, 4), (1, 4, 5), (2, 3, 5))"
11,8.5,12,13,9,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 3, 4), (1, 4, 5), (2, 4, 5))"
11,8.0,11,12,8,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 3, 4), (1, 4, 5), (3, 4, 5))"
11,8.0,12,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 3, 4), (2, 3, 4), (3, 4, 5))"
11,8.0,13,12,8,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 3, 4), (2, 3, 5), (3, 4, 5))"
11,8.0,12,13,10,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 3, 4), (2, 4, 5), (3, 4, 5))"
11,8.0,12,13,10,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 2, 3), (1, 4, 5), (2, 4, 5), (3, 4, 5))"
11,8.0,11,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 3, 4), (1, 3, 5), (1, 4, 5), (2, 3, 4))"
11,8.0,10,11,6,5,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 3, 4), (1, 3, 5), (1, 4, 5), (3, 4, 5))"
11,8.5,13,13,9,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 3, 4), (1, 3, 5), (2, 3, 4), (2, 3, 5))"
11,8.0,12,12,8,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 3, 4), (1, 3, 5), (2, 3, 4), (2, 4, 5))"
11,8.0,12,12,8,4,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 3, 4), (1, 3, 5), (2, 3, 4), (3, 4, 5))"
11,8.0,11,13,10,3,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 2, 5), (1, 3, 4), (1, 3, 5), (2, 4, 5), (3, 4, 5))"
11,10.0,8,10,0,10,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3, 4), (2, 3, 4))"
11,9.0,10,10,2,8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3, 4), (2, 3, 5))"
11,9.0,11,10,2,8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3, 5), (1, 4, 5))"
11,9.5,9,11,3,8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3, 5), (2, 3, 4))"
11,9.0,10,11,4,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3, 5), (2, 3, 5))"
11,8.5,11,10,3,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3, 5), (2, 4, 5))"
11,9.0,11,12,6,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3, 5), (3, 4, 5))"
11,8.5,11,10,3,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (2, 3, 4), (2, 3, 5))"
11,9.0,10,10,2,8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (2, 3, 4), (3, 4, 5))"
11,8.5,13,10,3,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (2, 3, 5), (2, 4, 5))"
11,8.5,12,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 4), (2, 3, 5), (3, 4, 5))"
11,9.0,9,10,2,8,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5), (1, 3, 5), (2, 3, 4))"
11,8.5,10,10,3,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5), (1, 3, 5), (2, 4, 5))"
11,9.0,10,11,4,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5), (1, 4, 5), (2, 3, 4))"
11,8.5,10,10,3,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5), (1, 4, 5), (2, 3, 5))"
11,9.0,10,12,6,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5), (1, 4, 5), (2, 4, 5))"
11,8.5,11,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5), (1, 4, 5), (3, 4, 5))"
11,8.5,11,11,5,6,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5), (2, 3, 4), (2, 3, 5))"
11,9.0,12,11,4,7,"((0, 1, 2), (0, 1, 3), (0, 1, 4), (0, 1, 5), (0, 2, 3), (0, 2, 4), (0, 3, 4), (1, 2, 3), (1, 2, 5), (2, 3, 4), (2, 4, 5))"
